index,city_development_index,relevant_experience,enrolled_university,education_level,experience,company_size,last_new_job,gender_Male,gender_Female,major_discipline_Non-STEM,major_discipline_STEM,company_type_Early Startup,company_type_Funded Startup,company_type_NGO,company_type_Public Sector,company_type_Pvt Ltd
846,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
847,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1
848,4,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1
849,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1
850,4,1,1,2,1,1,1,1,0,0,1,0,1,0,0,0
851,4,0,2,2,0,0,3,1,0,0,1,0,0,0,0,1
852,2,1,0,3,1,1,2,0,1,0,1,0,0,0,0,1
853,4,0,0,3,3,3,3,1,0,0,1,0,0,0,0,1
854,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1
855,4,1,0,2,1,1,1,1,0,0,1,0,1,0,0,0
856,2,0,2,2,1,3,1,1,0,0,1,0,0,0,1,0
857,1,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1
858,4,0,0,3,0,1,2,1,0,1,0,0,0,0,0,1
859,4,1,0,2,3,3,5,1,0,0,1,0,0,0,1,0
860,3,1,0,2,1,0,3,1,0,0,1,0,1,0,0,0
861,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
862,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1
863,4,1,0,2,1,0,2,0,0,0,1,0,0,0,0,1
864,1,1,0,2,2,3,1,1,0,0,1,0,0,0,0,1
865,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
866,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1
867,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
868,1,1,2,1,1,2,0,1,0,0,0,0,0,0,0,1
869,4,1,1,2,0,0,1,1,0,0,1,0,1,0,0,0
870,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,1
871,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
872,3,1,0,3,2,3,1,1,0,0,1,0,0,0,0,1
873,1,1,1,2,1,0,4,1,0,0,1,0,0,0,0,1
874,4,1,0,2,3,0,1,1,0,1,0,0,0,0,0,1
875,3,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1
876,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,1
877,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
878,1,0,2,2,2,0,1,1,0,0,1,0,0,0,0,1
879,3,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1
880,2,0,0,3,2,0,5,1,0,0,1,0,0,0,0,1
881,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
882,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1
883,2,1,1,3,1,2,1,1,0,0,1,0,0,0,0,1
884,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
885,4,0,0,3,1,2,1,1,0,0,1,0,0,0,0,0
886,4,0,2,1,1,3,1,1,0,0,0,0,0,0,0,1
887,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,0
888,4,1,0,2,2,0,1,1,0,1,0,0,1,0,0,0
889,4,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1
890,4,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1
891,4,1,0,2,3,1,1,1,0,0,1,0,1,0,0,0
892,4,0,0,2,3,1,5,1,0,0,1,0,0,0,0,1
893,4,1,0,2,2,2,1,1,0,1,0,0,0,0,0,1
894,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1
895,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1
896,1,1,0,2,0,1,2,1,0,0,1,0,0,0,0,1
897,4,1,0,2,3,1,1,0,1,1,0,0,0,0,0,1
898,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1
899,4,1,0,3,3,1,3,1,0,0,1,0,0,1,0,0
900,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1
901,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1
902,3,1,2,2,1,2,5,1,0,0,1,0,0,0,0,1
904,4,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1
905,2,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1
906,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
907,3,0,0,3,1,2,4,1,0,0,1,0,0,1,0,0
908,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1
909,4,1,2,2,2,0,5,1,0,0,1,0,0,0,0,1
910,1,1,0,2,0,0,2,1,0,0,1,0,0,0,0,1
911,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1
912,4,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
913,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
914,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
915,4,1,0,3,3,0,5,1,0,0,1,0,0,0,1,0
916,4,1,0,2,2,2,1,1,0,0,1,0,0,0,0,1
917,4,1,0,3,3,0,2,1,0,0,1,0,0,0,0,1
918,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,1
919,4,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1
920,3,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1
921,4,1,0,3,3,0,2,1,0,0,1,0,0,0,0,1
922,4,0,2,2,2,2,5,1,0,0,1,0,0,0,1,0
923,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
924,1,1,2,2,1,3,1,0,1,0,1,0,0,0,0,1
925,2,0,0,2,0,1,2,1,0,0,1,0,0,0,0,1
926,1,1,0,2,0,3,2,0,1,0,1,0,0,0,0,1
927,1,1,0,2,1,1,3,1,0,0,1,0,0,0,1,0
928,4,1,1,2,1,3,5,1,0,1,0,0,0,0,0,1
929,3,1,0,2,2,1,4,1,0,0,1,0,0,0,0,1
930,1,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1
931,4,1,0,4,3,3,2,1,0,0,1,0,0,0,0,1
932,1,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
933,3,1,0,2,2,0,1,1,0,0,1,1,0,0,0,0
934,4,1,0,2,1,1,2,1,0,1,0,0,1,0,0,0
935,0,1,2,2,0,0,1,1,0,0,1,1,0,0,0,0
936,1,1,0,2,0,3,2,1,0,0,1,0,0,0,0,1
937,3,0,0,3,3,0,2,1,0,0,1,0,1,0,0,0
938,1,1,1,2,1,0,5,1,0,0,1,0,0,0,0,1
939,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
940,4,1,0,2,1,2,2,0,1,0,1,0,0,0,0,1
941,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1
942,4,1,0,2,3,0,1,1,0,1,0,1,0,0,0,0
943,4,1,0,0,3,0,5,1,0,0,0,0,0,0,0,1
944,3,1,0,3,3,3,5,1,0,0,1,0,0,0,0,1
945,3,1,0,3,3,0,3,1,0,0,1,0,0,0,0,1
946,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
947,0,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1
948,1,1,2,2,1,3,0,1,0,0,1,0,0,0,0,1
949,4,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1
950,3,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1
951,3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1
952,1,1,0,3,2,2,4,1,0,0,1,0,0,0,0,1
953,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
954,4,1,0,2,1,1,1,0,1,1,0,0,0,0,0,1
955,4,0,0,2,2,0,1,1,0,1,0,0,0,0,0,1
956,4,1,0,2,2,2,5,1,0,0,1,0,0,0,1,0
957,4,1,0,3,3,0,2,1,0,0,1,1,0,0,0,0
958,2,0,2,2,0,3,0,0,1,0,1,0,0,0,0,1
959,3,1,0,3,3,0,2,1,0,1,0,0,0,0,0,1
960,0,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0
961,4,1,0,4,1,3,4,1,0,0,1,0,0,0,0,1
962,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
963,4,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1
964,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1
965,4,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1
966,3,1,0,1,3,3,1,1,0,0,0,0,0,0,0,1
967,4,1,0,2,1,2,0,1,0,0,1,0,0,0,0,1
968,1,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1
969,4,1,0,2,3,0,2,1,0,1,0,0,0,0,0,1
970,1,1,0,2,1,1,2,0,1,0,1,0,0,0,0,1
971,1,1,0,2,0,1,1,1,0,1,0,0,0,0,0,1
972,3,1,0,3,2,3,1,1,0,0,1,0,0,0,0,1
973,4,1,0,4,3,2,5,1,0,0,1,0,0,0,0,1
974,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
975,2,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
976,1,0,0,2,2,3,5,1,0,0,1,0,0,0,1,0
977,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
978,4,0,0,3,0,0,1,1,0,1,0,0,0,0,0,1
979,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
980,3,0,1,2,0,0,2,1,0,0,1,0,0,0,0,1
981,3,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1
982,3,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1
983,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
984,4,1,0,2,0,1,3,1,0,0,1,0,0,0,0,1
985,3,1,0,3,1,0,5,1,0,0,1,0,0,0,0,1
986,4,0,2,2,2,0,5,1,0,0,1,0,0,0,0,1
987,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1
988,4,1,0,2,1,1,1,1,0,0,1,0,0,1,0,0
989,0,1,2,2,0,0,1,1,0,0,1,0,0,0,1,0
990,4,1,0,4,0,2,1,1,0,0,1,0,0,0,1,0
991,4,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1
992,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
994,4,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1
995,1,1,2,2,1,2,1,1,0,0,1,0,0,0,0,1
996,4,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1
997,3,0,0,3,1,1,1,1,0,0,1,0,0,0,0,1
998,3,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1
999,2,1,0,2,3,3,1,1,0,0,1,0,0,0,0,1
1000,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
1001,3,1,1,3,3,3,1,1,0,0,1,0,0,0,0,1
1002,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,1
1003,4,1,0,2,3,0,5,1,0,1,0,0,0,0,0,1
1004,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1005,1,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1
1007,4,0,2,2,1,3,1,1,0,0,1,0,0,0,1,0
1009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1010,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1011,3,1,1,3,1,3,4,1,0,0,1,0,0,0,0,1
1012,2,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1
1013,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1
1014,1,1,0,2,1,2,3,0,1,0,1,0,0,0,0,1
1015,4,1,2,2,1,0,3,1,0,0,1,0,0,0,0,1
1016,3,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1
1017,4,1,0,2,2,0,0,1,0,0,1,0,0,0,0,1
1018,4,1,0,2,2,3,5,1,0,0,1,0,0,0,0,1
1019,3,1,0,3,3,2,3,1,0,0,1,0,0,0,0,1
1020,3,1,2,3,1,1,2,1,0,0,1,0,0,0,0,1
1021,1,1,0,3,2,0,5,1,0,0,1,0,0,0,0,1
1022,3,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
1023,4,1,0,2,2,0,4,1,0,0,1,0,0,0,0,1
1024,2,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1
1025,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1
1026,3,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1
1027,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1
1028,2,1,0,2,2,1,3,1,0,0,1,0,0,0,1,0
1029,4,0,0,2,1,2,3,1,0,0,1,0,0,0,1,0
1030,4,1,0,2,3,0,4,1,0,0,1,0,0,0,0,1
1031,0,1,1,2,0,0,2,1,0,0,1,0,0,0,0,1
1032,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1
1033,4,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0
1034,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1
1035,2,0,2,3,1,0,1,1,0,0,1,0,0,0,0,1
1036,4,0,0,2,0,1,2,1,0,0,1,0,0,0,0,1
1037,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1
1038,4,1,0,2,3,0,4,1,0,1,0,1,0,0,0,0
1039,4,1,0,2,1,3,5,1,0,0,1,0,0,0,0,1
1040,1,1,0,2,1,1,1,1,0,0,1,0,1,0,0,0
1041,2,0,0,3,1,1,1,1,0,0,1,0,0,0,0,1
1042,4,1,0,2,1,1,1,1,0,0,1,0,1,0,0,0
1043,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1
1044,0,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1
1045,4,1,2,1,0,3,1,1,0,0,0,0,0,0,0,1
1046,1,1,2,2,0,3,1,1,0,0,1,0,0,0,0,1
1047,2,1,0,3,2,1,1,1,0,0,1,0,0,1,0,0
1048,3,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1
1049,4,1,1,3,1,3,2,1,0,0,1,0,0,0,0,1
1050,1,1,2,3,1,2,0,1,0,0,1,0,0,0,0,1
1051,4,1,1,2,1,3,4,1,0,1,0,0,0,0,0,1
1053,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
1054,3,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1
1055,4,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1
1056,4,1,0,2,1,1,2,1,0,0,1,0,0,0,0,1
1057,4,1,0,2,2,0,1,1,0,0,1,1,0,0,0,0
1058,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1059,4,1,0,2,2,1,4,1,0,0,1,0,0,0,0,1
1061,4,0,0,4,2,1,5,1,0,0,1,0,0,0,1,0
1062,4,1,0,2,1,1,3,1,0,0,1,0,0,0,0,1
1063,1,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
1064,1,0,0,2,2,0,2,1,0,0,1,1,0,0,0,0
1065,1,1,0,2,1,0,2,1,0,0,1,1,0,0,0,0
1066,4,0,0,2,0,0,3,1,0,0,1,0,0,0,0,1
1067,1,1,0,3,0,1,2,1,0,1,0,0,0,0,0,1
1068,4,1,0,2,2,3,2,1,0,0,1,0,0,0,0,1
1069,2,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1
1070,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1071,4,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1
1072,4,0,2,2,1,0,4,1,0,1,0,0,0,0,0,1
1073,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1
1074,2,1,0,2,0,1,2,0,1,0,1,0,0,0,1,0
1075,4,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1
1076,4,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1077,3,1,1,3,2,1,3,1,0,0,1,0,0,0,0,1
1078,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1079,4,1,0,2,3,2,3,1,0,0,1,0,0,0,0,1
1080,2,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
1081,1,1,0,2,1,0,3,1,0,0,1,0,0,0,0,1
1082,4,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1
1083,1,1,0,3,1,0,2,1,0,0,1,1,0,0,0,0
1084,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
1085,4,0,0,4,3,1,1,1,0,0,1,0,0,1,0,0
1086,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
1087,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1
1088,4,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1
1089,0,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1
1090,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1
1092,4,0,2,4,1,0,1,0,1,0,1,0,0,0,0,1
1093,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1
1094,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1
1095,4,0,0,3,0,2,1,1,0,1,0,0,0,0,0,1
1096,4,1,0,2,1,0,3,1,0,0,1,0,1,0,0,0
1097,3,0,2,2,0,3,2,0,1,0,1,0,0,0,0,1
1098,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
1099,3,1,1,2,3,0,1,1,0,0,1,0,1,0,0,0
1100,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1101,4,0,0,3,2,0,1,1,0,0,1,0,0,0,0,1
1103,4,1,0,3,2,2,5,1,0,0,1,0,0,0,0,1
1105,4,0,0,2,2,2,5,1,0,0,1,0,0,0,0,1
1106,3,1,1,2,0,0,1,1,0,0,1,0,1,0,0,0
1107,3,1,0,3,1,1,2,1,0,0,1,0,0,0,0,1
1108,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1
1109,4,1,2,2,1,1,1,0,1,0,1,0,1,0,0,0
1110,3,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1
1111,4,1,0,2,2,1,4,1,0,0,1,0,1,0,0,0
1112,1,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1
1113,1,1,2,2,0,0,1,0,1,0,1,0,0,0,0,1
1114,4,1,0,2,1,1,2,1,0,0,1,0,0,1,0,0
1115,2,1,0,2,0,0,2,1,0,0,1,1,0,0,0,0
1116,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
1117,4,0,2,2,2,0,1,1,0,0,1,0,0,0,0,1
1118,1,1,1,2,0,0,1,1,0,0,1,0,1,0,0,0
1120,4,1,0,3,2,2,2,0,1,0,1,0,0,0,0,1
1121,2,1,0,2,3,1,1,1,0,0,1,0,1,0,0,0
1122,4,1,0,2,3,3,2,1,0,0,1,0,0,0,0,1
1123,4,1,0,2,1,2,4,1,0,1,0,0,0,0,0,1
1125,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1
1126,4,1,0,2,3,3,1,1,0,0,1,0,0,0,0,1
1127,4,1,1,2,0,0,2,1,0,0,1,0,0,0,0,1
1128,4,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1
1129,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1
1130,4,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1
1131,4,1,0,2,3,0,3,1,0,0,1,0,0,0,0,1
1132,4,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1
1133,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1
1134,2,1,2,2,2,1,5,1,0,0,1,0,0,0,0,1
1135,2,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1136,4,1,0,2,3,0,4,1,0,0,1,0,0,0,0,1
1137,4,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1
1138,4,1,2,2,0,3,1,1,0,0,1,0,0,0,0,1
1139,3,1,0,3,1,0,3,1,0,0,1,0,0,0,0,1
1140,2,1,1,3,2,0,3,1,0,0,1,0,0,0,0,1
1142,4,0,0,2,3,1,1,1,0,0,1,0,0,0,1,0
1143,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1
1144,1,0,0,2,0,2,1,1,0,0,1,0,0,0,0,1
1145,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1146,3,1,0,4,3,0,5,1,0,0,1,0,0,0,0,1
1147,4,1,0,2,1,1,5,0,1,1,0,0,0,0,0,1
1148,4,1,0,3,3,0,3,1,0,0,1,0,0,0,0,1
1149,4,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1
1150,3,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1
1151,1,1,2,2,1,0,4,1,0,0,1,0,0,0,1,0
1152,4,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1
1153,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1
1154,4,1,0,3,3,0,4,1,0,0,1,0,1,0,0,0
1155,4,1,0,4,3,0,2,1,0,0,1,0,1,0,0,0
1156,4,1,2,1,0,3,1,0,1,0,0,0,0,0,0,1
1157,4,0,0,2,3,1,1,1,0,0,1,0,0,0,1,0
1158,4,1,0,3,3,0,5,1,0,0,1,0,1,0,0,0
1159,3,1,2,2,1,1,1,1,0,0,1,0,0,0,0,1
1160,2,0,0,2,2,0,5,1,0,0,1,0,0,0,0,1
1161,4,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1
1162,4,1,0,3,3,1,3,1,0,0,1,0,0,0,0,1
1163,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1
1164,4,0,2,2,0,1,1,1,0,0,1,0,0,0,0,1
1165,4,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1
1166,3,1,0,2,1,0,3,1,0,0,1,0,0,0,0,1
1167,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0
1168,3,1,0,3,2,1,3,1,0,0,1,0,0,0,0,1
1169,4,1,0,2,1,1,1,1,0,1,0,0,0,0,0,1
1170,4,1,0,3,3,0,2,1,0,0,1,0,1,0,0,0
1171,3,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1
1172,4,1,0,2,3,2,5,1,0,0,1,0,0,0,1,0
1173,4,1,0,2,3,0,0,1,0,0,1,0,0,0,0,1
1175,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1
1176,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
1177,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1
1178,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
1179,4,1,1,2,2,0,4,1,0,0,1,0,0,0,0,1
1180,3,1,0,3,3,3,3,1,0,0,1,0,0,0,0,1
1181,4,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1
1182,2,1,1,3,1,3,5,1,0,0,1,0,0,0,0,1
1183,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1
1184,4,1,0,2,3,0,4,1,0,0,1,0,0,0,0,1
1185,4,1,0,2,1,1,1,1,0,0,1,0,1,0,0,0
1186,3,0,0,2,3,3,4,1,0,0,1,0,0,0,0,1
1187,4,0,2,3,1,2,1,1,0,0,1,0,0,0,0,1
1188,4,1,0,1,3,1,1,1,0,0,0,0,0,0,0,1
1189,3,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1
1190,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1
1191,1,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0
1192,4,1,1,2,1,2,1,1,0,0,1,0,0,0,0,1
1193,1,1,2,3,0,3,1,1,0,0,1,0,0,0,0,1
1194,4,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1
1195,4,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1
1196,2,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1
1197,4,1,1,2,1,0,1,0,0,1,0,0,0,1,0,0
1198,4,1,0,3,1,1,1,0,1,0,1,0,0,0,0,1
1200,1,0,0,3,3,0,2,1,0,0,1,0,0,0,0,1
1201,1,1,0,2,1,2,1,1,0,0,1,0,0,0,0,1
1202,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
1203,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,1
1204,3,1,0,3,3,0,2,1,0,0,1,0,0,0,0,1
1205,3,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1
1206,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1207,4,1,0,2,3,0,2,1,0,1,0,0,0,0,0,1
1208,4,1,0,3,1,0,1,0,1,0,1,0,0,0,0,1
1209,2,1,0,2,1,1,1,1,0,1,0,0,0,1,0,0
1211,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1
1212,4,1,0,2,3,3,1,1,0,0,1,0,0,0,0,1
1213,3,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1
1214,3,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
1215,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1
1216,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1
1217,4,1,0,2,0,1,2,0,1,1,0,0,0,0,0,1
1218,4,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1
1220,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
1221,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
1222,4,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1
1223,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1
1224,4,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0
1225,4,1,0,2,0,1,2,1,0,0,1,0,0,0,0,1
1226,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1227,3,1,0,2,3,0,3,1,0,0,1,0,0,0,0,1
1228,4,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1
1229,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1230,4,0,0,4,1,1,2,0,1,0,1,0,1,0,0,0
1231,0,0,0,2,0,0,4,1,0,0,1,0,0,0,0,1
1232,3,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1
1233,3,1,2,2,1,3,5,1,0,0,1,0,0,0,0,1
1234,4,0,1,2,1,0,2,1,0,0,1,0,0,0,0,1
1235,4,1,0,2,0,3,1,1,0,1,0,0,0,0,0,1
1236,1,1,2,2,0,1,1,1,0,0,1,0,0,0,0,1
1237,1,1,0,2,0,2,1,1,0,0,1,0,0,0,0,1
1238,4,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1
1239,3,1,0,2,0,2,2,1,0,0,1,0,0,0,0,1
1240,3,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1
1241,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
1242,4,1,0,3,1,1,4,1,0,0,1,0,0,0,1,0
1243,4,1,0,3,3,0,2,1,0,0,1,0,0,0,0,1
1244,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1245,1,0,0,2,0,2,2,1,0,0,1,0,0,0,0,1
1246,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1
1247,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1
1248,4,0,0,3,1,2,1,1,0,0,1,0,0,0,1,0
1249,4,1,2,2,1,3,2,1,0,0,1,0,0,0,0,1
1250,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0
1251,4,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1
1252,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1
1253,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1
1254,3,1,0,2,1,0,4,1,0,0,1,0,1,0,0,0
1255,1,1,0,2,1,3,2,1,0,0,1,0,0,0,0,1
1256,3,0,2,2,1,0,1,0,1,0,1,0,0,0,0,1
1257,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1
1258,3,1,0,3,2,1,0,1,0,0,1,0,0,0,0,1
1259,4,1,0,2,3,0,1,1,0,0,1,1,0,0,0,0
1260,4,1,0,2,2,0,1,1,0,0,1,1,0,0,0,0
1261,4,0,0,1,1,1,3,1,0,0,0,0,0,0,1,0
