index,city_development_index,relevant_experience,enrolled_university,education_level,experience,company_size,last_new_job,gender_Male,gender_Female,major_discipline_Non-STEM,major_discipline_STEM,company_type_Early Startup,company_type_Funded Startup,company_type_NGO,company_type_Public Sector,company_type_Pvt Ltd,target
8843,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
8844,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
8845,3,1,0,3,3,2,5,1,0,0,1,0,0,0,1,0,0
8846,4,0,1,3,1,3,2,1,0,1,0,0,0,0,0,1,0
8847,2,1,0,3,1,0,2,1,0,1,0,0,0,0,0,1,0
8848,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
8849,3,0,0,3,2,2,5,0,1,0,1,0,0,0,0,1,0
8850,3,0,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
8851,4,1,0,3,1,2,1,1,0,0,1,0,0,0,0,1,0
8852,4,1,0,3,3,0,4,1,0,1,0,0,0,0,0,1,1
8853,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
8854,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
8855,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0
8856,4,1,1,2,1,0,3,1,0,0,1,0,0,0,0,1,0
8857,4,1,2,2,0,3,1,1,0,0,1,0,0,0,0,1,0
8858,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
8859,4,1,0,4,3,0,4,1,0,0,1,0,1,0,0,0,0
8860,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,0
8861,3,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1,0
8862,3,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1,0
8863,4,1,0,2,3,1,5,1,0,0,1,0,1,0,0,0,0
8864,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
8865,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
8866,3,1,0,3,3,1,5,1,0,0,1,0,1,0,0,0,0
8867,4,0,1,2,0,0,1,1,0,0,1,0,0,0,0,1,1
8868,4,1,0,2,2,0,3,1,0,1,0,0,0,0,0,1,0
8869,4,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0
8870,4,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1,1
8871,4,1,0,2,3,1,2,1,0,0,1,0,0,0,0,1,0
8872,4,1,1,2,2,3,1,0,1,0,1,0,0,0,0,1,0
8873,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,1,1
8874,4,1,0,2,3,0,1,1,0,0,1,0,1,0,0,0,1
8875,4,1,0,1,2,0,5,1,0,0,0,0,0,0,0,1,0
8876,1,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,0
8877,4,1,0,3,3,2,5,1,0,1,0,0,0,0,0,1,0
8878,4,0,2,2,1,0,1,0,1,0,1,0,0,0,1,0,1
8879,4,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
8880,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
8881,2,1,2,2,2,2,1,1,0,0,1,0,0,0,0,1,0
8882,1,1,0,3,0,0,1,1,0,0,1,1,0,0,0,0,1
8883,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
8884,1,1,0,3,2,1,5,0,1,0,1,0,0,0,1,0,1
8885,4,1,0,3,1,1,2,0,1,1,0,0,0,0,1,0,1
8886,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
8887,4,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1,0
8888,2,1,2,2,1,0,2,1,0,0,1,0,0,0,0,1,0
8889,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
8890,4,1,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0
8891,1,1,2,2,1,1,4,1,0,0,1,0,0,0,0,1,0
8892,4,0,2,2,0,0,3,1,0,0,1,0,0,0,1,0,1
8893,4,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,0
8894,1,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1,1
8895,1,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,0
8896,3,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0
8897,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1
8898,3,1,0,4,1,0,2,1,0,0,1,0,0,0,0,1,0
8899,4,1,0,2,1,0,5,1,0,0,1,1,0,0,0,0,1
8900,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
8902,4,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1,1
8903,4,1,0,2,2,1,5,0,1,0,1,0,0,0,0,1,0
8904,4,1,0,4,3,3,1,1,0,0,1,0,0,0,0,1,0
8906,2,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0
8907,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
8908,4,0,0,2,1,2,2,0,1,0,1,0,0,0,1,0,1
8909,3,1,0,3,1,1,2,0,1,0,1,0,0,0,0,1,0
8910,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1
8911,3,1,0,3,1,2,5,1,0,0,1,0,0,0,1,0,0
8912,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0
8913,4,1,1,2,2,0,4,1,0,0,1,0,0,0,0,1,1
8914,4,1,0,2,3,1,0,1,0,0,1,0,0,0,0,1,0
8916,4,0,2,3,1,0,3,1,0,0,1,0,0,1,0,0,0
8917,3,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0
8918,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
8919,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
8920,4,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0
8921,4,1,0,2,3,0,2,1,0,0,1,1,0,0,0,0,0
8922,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0
8923,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
8924,3,1,0,1,1,0,5,1,0,0,0,0,0,0,0,1,1
8925,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
8926,4,1,0,2,3,2,5,1,0,0,1,0,0,0,1,0,0
8927,3,0,0,4,1,2,5,1,0,0,1,0,0,0,1,0,0
8928,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
8929,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8930,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
8931,4,0,2,1,0,3,0,1,0,0,0,0,0,0,0,1,0
8932,4,1,0,3,1,3,2,1,0,1,0,0,0,0,0,1,0
8933,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
8934,3,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
8935,3,1,0,3,3,0,2,1,0,0,1,0,0,0,1,0,0
8936,3,1,0,2,3,0,1,0,0,1,0,0,0,0,0,1,0
8937,1,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1
8938,4,1,0,3,1,2,1,1,0,0,1,0,0,0,0,1,0
8939,1,0,1,3,0,0,1,1,0,0,1,0,0,0,1,0,0
8940,1,1,0,2,0,1,1,1,0,1,0,0,0,1,0,0,0
8941,4,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0
8942,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
8943,3,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
8944,1,1,2,2,2,0,1,1,0,0,1,0,0,0,0,1,0
8945,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
8946,3,1,1,3,3,3,4,1,0,0,1,0,0,0,0,1,0
8947,3,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
8948,3,1,2,3,3,0,4,1,0,0,1,0,0,0,0,1,0
8949,4,0,2,2,2,3,4,1,0,0,1,0,0,0,0,1,0
8950,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
8951,1,1,0,2,2,0,5,1,0,1,0,0,0,0,0,1,0
8952,4,1,0,2,1,1,2,1,0,1,0,0,0,0,0,1,0
8953,3,0,1,3,0,3,1,1,0,0,1,0,0,0,0,1,0
8954,3,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0
8955,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
8956,4,1,0,2,0,1,4,0,0,1,0,0,0,0,0,1,0
8957,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0,1,0
8958,4,0,0,2,3,1,5,1,0,0,1,0,1,0,0,0,0
8959,2,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
8960,3,1,1,2,0,0,1,1,0,0,1,0,0,0,0,1,0
8961,4,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0
8962,4,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1,0
8964,4,1,0,3,3,1,5,1,0,0,1,0,1,0,0,0,0
8965,4,0,0,2,1,2,2,1,0,1,0,0,0,1,0,0,0
8966,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
8967,1,1,0,3,1,0,3,1,0,0,1,0,0,0,0,1,0
8968,3,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1,0
8969,4,0,0,2,3,3,2,1,0,0,1,0,0,0,1,0,0
8970,4,1,0,2,3,2,5,1,0,1,0,0,0,0,0,1,0
8972,4,0,0,2,3,1,0,1,0,0,1,0,0,0,0,1,0
8973,4,1,2,2,0,3,1,1,0,0,1,0,0,0,0,1,0
8974,1,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,0
8975,3,0,2,2,2,1,0,1,0,1,0,0,0,0,0,1,0
8976,4,1,0,2,3,0,3,1,0,0,1,0,0,0,0,1,0
8977,1,1,0,3,3,0,0,1,0,0,1,0,0,0,1,0,0
8978,2,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1,0
8979,4,1,0,3,3,0,1,1,0,0,1,0,1,0,0,0,0
8980,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,1,0
8981,4,0,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0
8982,4,1,0,2,1,3,2,1,0,0,1,0,0,0,1,0,0
8983,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0
8984,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
8985,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1
8986,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
8987,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0
8988,4,1,0,2,1,2,1,1,0,0,1,0,0,0,0,1,0
8989,4,1,0,3,1,0,3,0,1,0,1,0,0,0,1,0,0
8990,4,1,0,2,2,0,3,1,0,0,1,0,0,0,0,1,0
8991,1,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1,0
8992,4,1,0,2,3,2,1,1,0,0,1,0,0,0,0,1,0
8993,1,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,1
8994,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
8995,4,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0
8996,4,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0
8997,2,1,0,2,3,0,1,1,0,0,1,1,0,0,0,0,0
8998,4,1,0,2,3,2,5,1,0,0,1,0,0,1,0,0,0
8999,1,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
9000,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0
9001,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,1,0
9002,3,1,1,1,3,0,4,1,0,0,0,0,0,0,0,1,0
9003,4,1,0,3,1,2,3,1,0,1,0,0,0,0,0,1,0
9004,4,1,0,2,0,3,2,0,1,0,1,0,0,0,0,1,0
9005,3,1,0,2,3,1,2,1,0,0,1,0,0,0,0,1,0
9006,3,1,0,3,2,2,1,1,0,0,1,0,0,0,0,1,0
9007,4,1,2,2,1,0,3,1,0,0,1,0,0,0,0,1,0
9008,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
9009,4,1,0,3,1,0,2,1,0,1,0,1,0,0,0,0,0
9010,4,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1,0
9011,3,1,0,3,3,0,1,1,0,0,1,0,0,0,0,1,0
9012,1,1,0,4,1,0,0,1,0,1,0,1,0,0,0,0,0
9013,4,0,2,2,1,0,1,1,0,0,1,0,0,0,1,0,1
9014,3,0,2,3,0,0,1,1,0,0,1,0,0,0,1,0,0
9015,1,1,0,2,2,3,1,0,1,0,1,0,0,0,0,1,1
9016,4,1,0,2,3,2,5,1,0,0,1,0,0,0,1,0,0
9017,4,1,0,1,1,0,4,1,0,0,0,0,0,0,0,1,0
9018,4,1,0,2,3,1,5,1,0,1,0,0,0,0,0,1,1
9019,4,0,0,2,2,3,1,1,0,0,1,0,0,0,0,1,0
9020,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
9021,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
9022,4,0,0,2,1,3,3,1,0,0,1,0,0,0,0,1,0
9023,4,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1,0
9024,3,0,0,2,3,3,5,0,1,0,1,0,0,0,0,1,0
9025,2,1,0,3,1,0,1,1,0,0,1,0,1,0,0,0,1
9026,4,0,0,3,3,3,2,1,0,0,1,0,0,0,1,0,1
9027,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
9028,3,1,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0
9029,4,0,2,1,1,0,4,1,0,0,0,0,0,0,0,1,1
9030,0,1,0,2,1,0,3,1,0,0,1,0,0,0,0,1,1
9031,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9032,3,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0
9033,4,1,0,2,2,3,5,1,0,0,1,0,0,0,0,1,0
9034,3,1,0,2,3,1,4,1,0,0,1,0,0,0,0,1,0
9035,3,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
9036,2,1,0,2,3,1,2,0,1,0,1,0,0,0,0,1,0
9037,4,1,0,2,1,1,5,0,1,0,1,0,0,0,0,1,0
9039,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,0
9040,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
9041,4,1,0,3,3,3,5,1,0,0,1,0,0,1,0,0,0
9042,3,1,0,3,1,1,5,1,0,0,1,0,0,0,0,1,0
9043,4,1,0,2,1,0,5,1,0,0,1,0,0,1,0,0,0
9044,1,0,2,2,0,0,1,1,0,0,1,0,0,1,0,0,1
9045,4,1,0,2,2,2,1,1,0,0,1,0,0,0,0,1,0
9046,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
9047,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9048,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
9049,3,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
9050,1,1,0,4,3,3,4,1,0,0,1,0,0,0,0,1,0
9051,3,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0
9052,3,1,0,3,2,1,1,1,0,0,1,0,1,0,0,0,0
9053,1,1,0,2,2,0,5,1,0,1,0,0,0,0,0,1,1
9054,3,1,0,3,1,2,1,1,0,0,1,0,0,0,0,1,0
9055,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1
9056,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
9057,1,0,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0
9058,1,0,1,2,1,1,1,1,0,0,1,0,0,0,1,0,0
9059,4,0,0,2,2,0,5,1,0,0,1,0,0,0,0,1,1
9060,4,1,0,2,3,2,1,1,0,0,1,0,0,0,0,1,0
9061,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0
9062,2,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
9063,3,0,2,2,1,0,4,1,0,0,1,0,1,0,0,0,0
9064,4,1,0,2,1,3,0,1,0,0,1,0,0,0,0,1,0
9065,3,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
9066,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,1
9067,3,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1,0
9069,4,1,0,2,3,2,4,1,0,0,1,0,0,0,0,1,0
9070,4,1,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0
9071,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
9072,4,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
9073,3,1,0,2,1,0,2,1,0,0,1,0,1,0,0,0,0
9074,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0
9075,1,1,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0
9076,1,1,0,2,0,3,3,1,0,0,1,0,0,0,0,1,0
9077,4,1,0,3,3,1,3,1,0,0,1,0,0,0,0,1,0
9078,4,1,0,3,2,3,1,1,0,0,1,0,0,0,0,1,0
9079,1,0,0,2,1,2,5,1,0,0,1,0,0,0,0,1,1
9080,4,1,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0
9081,3,1,0,2,2,2,2,1,0,0,1,0,0,0,0,1,0
9082,3,1,0,3,1,1,2,1,0,0,1,0,0,0,0,1,0
9083,0,0,2,2,1,0,2,1,0,0,1,0,0,0,0,1,1
9084,4,1,0,2,3,1,1,1,0,0,1,0,0,1,0,0,0
9085,3,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1
9086,4,1,0,2,0,2,2,1,0,0,1,0,0,0,0,1,0
9087,4,1,0,3,3,1,5,0,1,0,1,0,0,0,0,1,0
9088,4,0,0,2,3,3,3,1,0,0,1,0,0,0,0,1,0
9089,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
9090,1,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
9091,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
9092,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1,0
9093,4,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1,0
9094,3,0,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
9095,4,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0
9096,4,1,0,3,3,3,2,1,0,0,1,0,0,0,0,1,0
9097,4,1,0,2,3,0,1,1,0,0,1,0,1,0,0,0,0
9098,1,1,0,2,3,1,3,1,0,0,1,0,0,0,1,0,0
9099,1,0,2,2,3,0,0,1,0,0,1,0,0,0,0,1,1
9100,4,1,0,2,3,0,4,1,0,0,1,0,0,0,0,1,0
9101,1,1,0,3,2,3,1,1,0,0,1,0,0,0,0,1,0
9103,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
9104,1,0,0,3,1,0,1,1,0,0,1,1,0,0,0,0,1
9105,1,1,2,2,1,1,4,1,0,0,1,0,0,0,0,1,1
9106,4,1,0,2,0,1,1,0,1,1,0,0,0,1,0,0,0
9107,3,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1,1
9108,4,1,0,3,3,1,3,1,0,0,1,0,0,0,0,1,0
9109,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0
9110,3,1,0,3,3,1,1,1,0,0,1,0,0,0,0,1,0
9111,4,0,2,3,0,0,1,1,0,0,1,0,0,0,1,0,0
9112,4,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
9113,3,1,0,3,3,1,2,1,0,0,1,0,0,0,0,1,0
9114,3,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
9115,4,1,0,3,3,3,5,1,0,0,1,0,0,0,1,0,0
9116,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0
9117,1,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
9118,4,1,0,2,3,3,5,0,0,0,1,0,0,0,0,1,0
9119,3,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1,0
9120,1,1,0,2,3,0,5,1,0,0,1,0,1,0,0,0,0
9121,1,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,1
9122,3,0,2,3,0,0,1,1,0,0,1,0,1,0,0,0,0
9123,3,1,1,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9124,4,1,0,2,2,1,5,0,1,0,1,0,0,0,0,1,0
9125,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9126,4,1,0,2,1,2,1,1,0,0,1,0,0,0,0,1,0
9127,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
9128,4,1,0,3,3,0,1,1,0,0,1,0,0,1,0,0,0
9129,4,1,0,2,2,0,5,1,0,0,1,0,0,0,0,1,0
9130,3,1,0,3,3,3,3,1,0,0,1,0,0,0,0,1,0
9131,0,1,0,2,1,1,3,1,0,0,1,0,0,0,1,0,0
9132,4,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0
9133,3,1,0,3,1,1,2,1,0,0,1,0,0,0,0,1,0
9134,0,0,1,3,0,0,1,1,0,1,0,0,0,1,0,0,1
9135,1,1,2,2,0,0,5,1,0,0,1,0,0,1,0,0,1
9136,4,1,0,2,1,2,2,1,0,0,1,0,0,0,0,1,0
9137,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1
9138,3,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,1
9139,3,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
9140,4,1,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0
9141,4,1,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0
9142,1,1,0,1,1,0,5,1,0,0,0,0,0,0,0,1,0
9143,4,1,0,2,3,1,5,1,0,1,0,0,0,0,0,1,1
9144,3,1,0,3,2,2,3,1,0,0,1,0,0,0,0,1,0
9145,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9146,3,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,1
9147,4,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1
9148,4,1,0,2,3,1,4,1,0,0,1,0,0,1,0,0,0
9149,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1
9150,1,1,0,3,1,0,2,1,0,0,1,0,0,0,0,1,1
9151,4,1,0,3,1,1,1,0,1,1,0,0,0,0,0,1,1
9152,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1,1
9153,3,1,0,2,2,2,1,1,0,0,1,0,0,0,0,1,0
9154,1,1,2,2,2,1,3,1,0,1,0,0,0,0,0,1,0
9155,3,0,2,2,0,0,2,1,0,0,1,0,0,0,0,1,1
9156,4,1,0,3,3,0,4,1,0,0,1,0,0,1,0,0,0
9157,4,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1,0
9158,4,1,0,3,1,0,5,1,0,0,1,0,0,0,0,1,0
9159,3,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1,1
9160,4,1,0,2,0,0,3,1,0,0,1,1,0,0,0,0,0
9161,4,1,1,2,3,0,1,1,0,0,1,0,1,0,0,0,1
9162,3,0,0,3,2,1,2,1,0,1,0,0,0,0,0,1,1
9163,1,1,1,2,1,2,1,1,0,0,1,0,0,0,0,1,0
9164,4,0,2,3,0,0,1,1,0,0,1,0,0,0,0,1,1
9165,3,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
9166,4,0,0,2,0,3,1,1,0,1,0,0,0,0,0,1,0
9167,3,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0
9168,4,1,2,2,1,2,4,1,0,0,1,0,0,0,1,0,1
9169,4,1,1,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9170,4,1,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0
9171,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
9172,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1
9173,1,1,0,2,1,1,1,1,0,0,1,0,1,0,0,0,1
9174,3,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0
9175,3,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0
9177,3,1,0,2,3,1,1,0,1,0,1,0,0,0,0,1,0
9178,4,1,0,2,1,0,2,1,0,0,1,0,1,0,0,0,0
9179,4,1,0,3,2,1,1,1,0,0,1,0,0,0,0,1,0
9180,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
9181,4,1,0,2,3,2,4,1,0,0,1,0,0,0,0,1,0
9182,3,1,1,2,1,3,2,1,0,0,1,0,0,0,0,1,0
9183,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9184,4,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
9186,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,1
9187,4,1,0,2,1,3,5,0,1,1,0,0,0,0,0,1,0
9189,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
9190,4,0,2,2,1,2,1,1,0,0,1,0,0,0,0,1,0
9191,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
9192,2,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9193,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
9194,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9195,2,1,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0
9196,0,0,0,3,0,0,1,1,0,1,0,0,0,1,0,0,1
9197,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,1
9199,0,1,0,2,0,0,5,1,0,1,0,0,0,0,0,1,1
9200,4,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
9201,4,1,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0
9202,4,1,0,3,3,2,1,1,0,0,1,0,0,0,1,0,0
9203,4,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0
9204,4,1,0,2,3,0,1,1,0,1,0,0,0,0,0,1,1
9205,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
9207,4,1,0,3,0,0,2,1,0,1,0,0,0,0,0,1,1
9208,4,1,1,3,2,0,1,1,0,0,1,0,0,0,0,1,0
9209,4,1,2,1,1,1,5,1,0,0,0,0,0,0,0,1,0
9210,3,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
9211,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
9213,2,1,1,2,1,1,1,1,0,0,1,0,0,0,0,1,0
9214,4,0,2,2,0,0,1,1,0,0,1,0,0,0,1,0,0
9215,4,0,2,2,0,3,1,1,0,1,0,0,0,0,0,1,0
9217,4,0,0,2,0,0,3,1,0,0,1,0,0,0,0,1,1
9218,4,1,0,3,3,1,2,0,1,0,1,0,0,0,0,1,0
9219,0,1,0,2,1,1,1,1,0,0,1,0,0,1,0,0,0
9220,4,1,0,3,3,3,2,1,0,0,1,0,0,0,0,1,0
9221,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
9222,3,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
9223,4,0,2,2,1,0,1,1,0,0,1,0,0,0,1,0,0
9224,4,1,0,2,1,3,2,1,0,0,1,0,0,0,0,1,0
9225,0,0,2,2,1,0,5,1,0,0,1,0,0,0,0,1,1
9226,3,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1,0
9227,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
9228,4,0,2,2,1,2,1,1,0,0,1,0,0,0,1,0,0
9229,4,1,0,2,1,3,3,1,0,0,1,0,0,0,0,1,0
9230,3,0,2,2,1,0,2,1,0,0,1,0,0,0,0,1,0
9231,2,1,0,3,1,1,5,1,0,0,1,0,0,0,0,1,0
